qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333143.1_Beihai_echinoderm_virus_1	26.7	453	284	18	1881	2299	1220	1658	6.73e-20	97.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	narna-levi-like_add_APG77185.1_Sanxia_narna-like_virus_2	41.7	139	72	4	1229	1358	2	140	8.82e-20	94.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337045.1_Hubei_picorna-like_virus_45	26.0	682	419	33	1692	2303	2471	3136	2.68e-19	95.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336650.1_Wenling_crustacean_virus_6	26.7	359	210	15	1959	2271	1640	1991	6.19e-18	90.9
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Rayfin_DSYC36136_Wuhan_sharpbelly_picornavirus_2_7965bp	36.8	155	96	2	1205	1358	1237	1390	1.08e-17	90.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337438.1_Sanxia_water_strider_virus_9	25.1	426	261	18	1953	2328	2342	2759	1.92e-17	89.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Rayfin_LXMC375591_Wenling_jack_mackerels_picornavirus_8084bp	36.3	157	97	3	1227	1381	1349	1504	3.21e-17	88.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009269301.1_Picornavirales_Bu-3	23.8	501	320	19	1819	2267	1709	2199	7.51e-17	87.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	narna-levi-like_YP_009337619.1_Wenzhou_narna-like_virus_9	36.8	152	80	4	1225	1364	364	511	1.75e-16	85.9
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336729.1_Changjiang_crawfish_virus_2	23.6	607	352	23	1765	2274	976	1567	2.53e-16	85.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333235.1_Beihai_barnacle_virus_4	25.1	509	321	25	1818	2283	848	1339	2.74e-16	85.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009345054.1_Wuhan_millipede_virus_3	23.5	622	369	29	1819	2348	1432	2038	8.92e-15	80.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336844.1_Wenzhou_picorna-like_virus_39	27.3	322	201	14	1977	2271	1142	1457	1.19e-14	80.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333494.1_Beihai_shrimp_virus_1	24.5	413	265	18	1899	2276	1761	2161	1.20e-14	80.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336711.1_Biomphalaria_virus_3	25.1	291	177	7	2045	2299	2197	2482	2.08e-14	79.3
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like-NA_QFP98430.1_Lysiphlebus_fabarum_rna-virus_type_A	23.7	515	307	22	1829	2271	2383	2883	2.74e-14	79.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337055.1_Hubei_picorna-like_virus_20	28.0	261	148	12	2043	2276	1263	1510	3.19e-14	78.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333432.1_Beihai_picorna-like_virus_77	21.0	525	347	20	1822	2292	1274	1784	3.34e-14	78.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009345025.1_Wuhan_spider_virus_3	21.7	1217	734	49	1227	2305	1660	2795	3.57e-14	78.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336629.1_Hubei_arthropod_virus_1	25.6	515	308	25	1826	2271	2221	2729	1.04e-13	77.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like-NA_QFP98431.1_Lysiphlebus_fabarum_rna-virus_type_B	23.2	512	313	22	1829	2271	2383	2883	1.05e-13	77.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	narna-levi-like_QIS87985.1_Ui-te-Rangiora_virus	34.4	151	90	4	1193	1338	364	510	1.49e-13	76.3
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336530.1_Changjiang_picorna-like_virus_9	22.6	575	352	22	1785	2274	974	1540	2.77e-13	75.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	narna-levi-like_YP_009333164.1_Beihai_narna-like_virus_19	38.8	147	77	7	1224	1358	321	466	4.29e-13	74.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_QAY29253.1_Gorebridge_virus	25.8	364	201	14	1976	2274	324	683	4.61e-13	74.3
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336539.1_Hubei_picorna-like_virus_40	22.1	697	418	32	1676	2271	2107	2779	5.24e-13	74.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333579.1_Beihai_picorna-like_virus_106	28.9	329	197	18	1971	2267	1545	1868	5.27e-13	74.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	narna-levi-like_YP_009333147.1_Beihai_narna-like_virus_15	34.8	161	94	5	1223	1372	92	252	7.56e-13	73.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_YP_654561.1_Black_raspberry_necrosis_virus	23.9	397	241	17	1977	2325	125	508	1.12e-12	73.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336534.1_Hubei_picorna-like_virus_47	23.1	533	327	24	1822	2289	2530	3044	1.18e-12	73.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336619.1_Changjiang_picorna-like_virus_6	29.1	268	147	11	2040	2277	1284	1538	1.40e-12	73.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like-NA_AWM99827.1_Antarctic_picorna-like_virus	28.0	325	190	16	1982	2271	1194	1509	1.82e-12	72.8
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_YP_009679034.1_Norovirus_GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299	23.2	525	357	15	1826	2323	1141	1646	1.84e-12	72.8
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333162.1_Wenzhou_shrimp_virus_7	24.9	477	282	23	1899	2324	1572	2023	1.92e-12	72.8
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_YP_009518838.1_Norovirus_GII.2	22.7	467	336	10	1826	2281	1142	1594	2.41e-12	72.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Dicistroviridae_NP_733845.1_Aphid_lethal_paralysis_virus	25.3	364	211	16	1976	2280	1581	1942	2.50e-12	72.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336540.1_Hubei_picorna-like_virus_15	26.4	364	199	16	1976	2274	1613	1972	5.62e-12	71.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	partiti-picobirna-like_QIC52832.1_Apple_partiti-like_virus_2	24.7	259	174	7	2058	2309	235	479	7.00e-12	70.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333197.1_Beihai_mantis_shrimp_virus_5	24.4	451	290	18	1899	2312	1546	1982	9.60e-12	70.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_YP_004936170.1_Chocolate_lily_virus_A	31.6	152	93	4	1213	1360	464	608	1.62e-11	69.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Polycipiviridae_YP_009407905.1_Lasius_neglectus_virus_1	29.1	151	104	2	1224	1372	734	883	1.67e-11	69.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Polycipiviridae_YP_009407949.1_Myrmica_scabrinodis_virus_1	29.1	151	104	2	1224	1372	743	892	2.19e-11	69.3
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Polycipiviridae_YP_009407937.1_Solenopsis_invicta_virus_4	29.7	145	99	2	1222	1364	737	880	2.87e-11	68.9
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Polycipiviridae_YP_009337002.1_Shuangao_insect_virus_8	30.2	159	99	4	1212	1364	735	887	2.87e-11	68.9
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337665.1_Sanxia_water_strider_virus_8	24.3	522	306	25	1826	2271	2317	2825	3.87e-11	68.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_YP_009508240.1_Tomato_mild_mottle_virus	24.8	459	282	21	1892	2327	2233	2651	5.07e-11	68.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336719.1_Changjiang_picorna-like_virus_5	23.4	474	311	17	1835	2270	1487	1946	6.62e-11	67.8
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_YP_720001.1_Norovirus_GV	25.4	283	173	8	1100	1356	352	622	7.98e-11	67.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_YP_720001_Murine_norovirus_1	25.4	283	173	8	1100	1356	352	622	7.98e-11	67.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_YP_009507920.1_Blueberry_latent_spherical_virus	22.6	394	262	14	1918	2271	1506	1896	8.34e-11	67.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_YP_009679037.1_Norovirus_GII/Hu/JP/2011/GII/Yuzawa/Gira2HS	33.3	132	85	3	1226	1356	481	610	1.05e-10	67.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_APG76709.1_Beihai_picorna-like_virus_88	21.8	671	418	30	1691	2271	1478	2131	1.45e-10	66.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337088.1_Hubei_mosquito_virus_1	22.9	547	342	26	1826	2303	2217	2752	1.48e-10	66.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Dicistroviridae_YP_009389287.1_Big_Sioux_River_virus	24.2	355	211	14	1976	2274	1553	1905	2.42e-10	65.9
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Rayfin_GDDSYS269_Guangdong_pseudohemiculter_dispar_calicivirus_7380bp	33.1	130	77	3	1227	1353	529	651	2.47e-10	65.9
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336760.1_Changjiang_crawfish_virus_3	29.5	258	148	12	2043	2274	1250	1499	3.03e-10	65.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009345032.1_Wuhan_insect_virus_33	24.5	355	210	17	1976	2274	1546	1898	5.41e-10	64.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Dicistroviridae_YP_009380528.1_Aphis_glycines_virus_3	24.5	355	210	17	1976	2274	1546	1898	5.41e-10	64.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Rayfin_XYHYC192153_Wenling_rattails_calicivirus_1_7725bp	23.8	479	288	20	1826	2271	1147	1581	5.55e-10	64.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337750.1_Hubei_picorna-like_virus_41	22.8	534	307	25	1826	2271	2305	2821	1.66e-09	63.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_NP_733954.1_Strawberry_mottle_virus	24.0	391	252	15	1982	2332	128	513	2.58e-09	62.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_YP_009316187.1_Dioscorea_mosaic_associated_virus	29.7	175	106	4	1227	1384	477	651	2.69e-09	62.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Rayfin_BHFishC188521_Beihai_rabbitfish_calicivirus_2_5721bp	23.9	268	191	8	2037	2297	1184	1445	2.70e-09	62.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Dicistroviridae_NP_046155.1_Rhopalosiphum_padi_virus	24.1	382	213	16	1976	2293	1545	1913	3.56e-09	62.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336621.1_Hubei_tetragnatha_maxillosa_virus_1	23.1	567	354	23	1822	2323	1262	1811	6.35e-09	61.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like-NA_QHA33691.1_Atrato_Picorna-like_virus	31.4	156	93	5	1222	1366	1380	1532	1.42e-08	60.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009330044.1_Hubei_myriapoda_virus_4	28.1	192	121	5	1226	1404	1495	1682	1.43e-08	60.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_YP_009508875.1_Prunus_virus_F	31.9	144	97	1	1227	1369	546	689	1.77e-08	59.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Rayfin_DSYS9948_Wuhan_carp_calicivirus_2_7212bp	31.3	131	80	3	1226	1353	475	598	1.82e-08	59.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333538.1_Beihai_picorna-like_virus_123	23.0	343	234	12	2025	2341	2918	3256	2.46e-08	59.3
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_NP_620656.1_Sweet_potato_mild_mottle_virus	26.2	267	169	11	2044	2297	2820	3071	4.23e-08	58.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_YP_009026987_Atlantic_salmon_calicivirus	31.3	150	91	4	1226	1370	525	667	5.34e-08	58.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333341.1_Beihai_paphia_shell_virus_3	29.6	179	112	5	1225	1391	1419	1595	5.45e-08	58.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_YP_009345598.1_Bat_sapovirus	23.1	454	301	15	1845	2275	1181	1609	2.04e-07	56.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333450.1_Beihai_picorna-like_virus_113	33.0	94	63	0	1261	1354	849	942	2.06e-07	56.2
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009333444.1_Beihai_picorna-like_virus_61	25.5	271	168	11	2044	2292	1500	1758	4.66e-07	55.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_YP_009373261.1_Longan_witches_broom-associated_virus	22.9	288	192	13	2044	2318	2458	2728	6.15e-07	54.7
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_YP_002364399.1_Rabbit_calicivirus_Australia_1_MIC-07	26.3	255	155	9	2038	2273	1414	1654	1.51e-05	50.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_YP_006989380.1_Ornithogalum_mosaic_virus	26.7	232	126	10	2021	2224	2386	2601	1.54e-05	50.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336623.1_Hubei_picorna-like_virus_73	27.8	263	148	17	2041	2270	1857	2110	2.57e-05	49.3
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_Rayfin_DSYS3171_Wuhan_astro-like_virus_9129bp	24.8	242	155	10	1995	2226	1624	1848	4.36e-05	48.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Secoviridae_YP_009342468.1_Petunia_chlorotic_mottle_virus	26.5	230	146	8	1917	2126	1492	1718	4.42e-05	48.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009336830.1_Hubei_arthropod_virus_3	22.0	168	125	3	2038	2204	1762	1924	4.52e-05	48.5
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_YP_009508455.1_Bellflower_veinal_mottle_virus	26.4	159	101	5	2044	2191	1883	2036	1.30e-04	47.0
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Caliciviridae_NP_786902.1_European_brown_hare_syndrome_virus	24.8	246	160	7	2044	2273	172	408	2.72e-04	45.4
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NP_777370_Walrus_calicivirus	27.8	259	163	10	2026	2269	1506	1755	2.84e-04	45.8
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_NA_YP_009337118.1_Hubei_picorna-like_virus_52	23.6	297	157	14	2041	2274	2324	2613	5.11e-04	45.1
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	astro-poty-like_YP_009407950.1_Wild_melon_vein_banding_virus	21.8	394	263	14	1940	2315	2562	2928	8.69e-04	44.3
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009552136.1_Marmot_sapelovirus_1	55.1	2321	982	26	68	2358	90	2381	0.0	2530
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_005351240.1_Canine_picornavirus	44.5	2401	1137	45	82	2358	50	2378	0.0	1907
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_004782528.1_Bat_picornavirus_1	44.1	2395	1147	47	76	2358	69	2383	0.0	1875
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_004934011.1_Feline_picornavirus	43.5	2404	1220	48	27	2358	1	2337	0.0	1864
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_004782204.1_Bat_picornavirus_3	44.0	2324	1160	36	111	2358	80	2338	0.0	1855
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_004782529.1_Bat_picornavirus_2	44.0	2343	1149	44	111	2358	99	2372	0.0	1844
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009345901.1_Bat_sapelovirus	40.1	2404	1212	55	85	2358	175	2480	0.0	1585
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009246449.1_Enterovirus_SEV-gx	39.9	2324	1179	59	110	2358	29	2209	0.0	1513
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009028564.1_Enterovirus_sp.	39.0	2340	1205	52	82	2358	2	2182	0.0	1506
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_003358790.1_Enterovirus_J	38.8	2311	1183	49	114	2358	33	2178	0.0	1488
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009505605.1_Enterovirus_D68	37.9	2325	1258	47	82	2358	2	2188	0.0	1482
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_YP_009020973_Possum_enterovirus_W1	37.9	2334	1224	54	82	2358	2	2166	0.0	1464
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_164335.1_Avian_sapelovirus	38.1	2340	1111	43	85	2358	454	2521	0.0	1463
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009353025.1_Enterovirus_goat_JL14	38.0	2330	1232	48	82	2358	2	2172	0.0	1454
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_040958.1_Enterovirus_B	37.8	2339	1235	51	82	2358	2	2182	0.0	1450
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_NP_040958_Enterovirus_B	37.8	2339	1235	51	82	2358	2	2182	0.0	1450
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_042242.1_Enterovirus_A	38.4	2350	1216	52	82	2358	2	2193	0.0	1449
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009259673.1_Human_enterovirus	38.3	2354	1208	51	82	2358	2	2187	0.0	1442
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009344963.1_Enterovirus_AN12	38.1	2322	1201	57	103	2358	22	2173	0.0	1437
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009243645.1_Yak_enterovirus	37.9	2345	1209	59	82	2358	2	2166	0.0	1434
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_653149.1_Enterovirus_H	38.0	2315	1223	56	110	2358	29	2197	0.0	1433
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009505603.1_Coxsackievirus_A2	38.0	2353	1218	52	82	2358	2	2190	0.0	1432
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009505608.1_Human_rhinovirus_A1	38.0	2342	1201	58	82	2358	2	2157	0.0	1427
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Reptile_GXSXC128559_Guangxi_changeable_lizard_picornavirus_2_7115bp	37.6	2340	1162	47	85	2358	117	2224	0.0	1424
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_758520.1_Porcine_enterovirus_9	37.7	2313	1210	50	110	2358	24	2168	0.0	1409
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009508417.1_Picornaviridae_sp._rodent_Ee_PicoV_NX2015	36.3	2427	1207	58	103	2358	23	2282	0.0	1342
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_004935357.1_Quail_picornavirus_QPV1_HUN_2010	34.8	2347	1156	53	110	2358	413	2482	0.0	1249
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like-Picornaviridae_QDY92378.1_Pink-eared_duck_picornavirus	30.7	2268	1193	45	112	2355	134	2047	0.0	1011
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009118290.1_Rabovirus_A	86.3	459	63	0	1900	2358	1	459	5.38e-287	843
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like-Picornaviridae_AXF38653.1_Avocet_picornavirus	32.0	1293	757	34	1086	2358	1022	2212	3.21e-191	640
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Amphibia_HKCCC24180_Hainan_black-spectacled_toad_picornavirus_7350bp	26.2	2408	1389	77	98	2358	234	2401	3.20e-178	605
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_YP_001210296_Saffold_virus	27.0	2403	1396	87	112	2358	94	2295	3.86e-175	595
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_056777.1_Encephalomyocarditis_virus	26.3	2350	1403	80	145	2358	134	2291	4.56e-173	588
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_040350.1_Theilovirus	26.2	2370	1382	82	145	2358	144	2302	4.04e-169	577
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_740422.1_Enterovirus_D	54.7	461	203	4	1900	2358	1	457	1.24e-167	523
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009508973.1_Dromedary_camel_enterovirus_19CC	56.3	448	192	3	1912	2358	17	461	1.43e-167	523
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009483887.1_Sichuan_takin_enterovirus	53.4	485	211	6	1880	2358	3	478	9.22e-167	521
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_001552442.1_Rhinovirus_C	53.7	456	206	4	1904	2358	8	459	4.21e-165	516
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_740525.1_Rhinovirus_B14	53.9	449	202	3	1911	2358	16	460	1.09e-164	514
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_YP_009020972.1_Enterovirus_F	55.1	448	197	3	1912	2358	17	461	2.69e-163	511
Picornaviridae_Rabovirus_rabovirus_A4_VMR1011838_61	picorna-like_Picornaviridae_NP_937979.1_Simian_sapelovirus_1	55.0	453	199	4	1910	2358	15	466	1.56e-162	509
